plate,legal,personalize,meaning
SHKSUMN,1,1,COULD HAVE SEXUAL CONNOTATION
TRD O4,0,1,"PULLED FOR TRD (Toyota on record, not truck)"
8EGO88,0,1,88 = HATE NUMBER
I$SACKS,0,1,COULD HAVE SEXUAL CONNOTATION
YPL 88,0,1,88 = HATE NUMBER
BA MOMMA,0,1,BA = BAD ASS
BARETTA,0,1,GUN
BJERKES,1,1,BE JERKS? (Plate alrady released. Denying would require recall)
X14MOM,0,1,14 = GANG NUMBER
DGS14,0,1,"14, GANG REFERENCE"
THABD,0,1,BD CAN STAND FOR BLACK DISCIPLE
ADICTS,0,1,COULD BE REFERENCING DRUG ADDICTS
AFMEDIC,1,1,AF MOST LIKELY STANDS FOR AIR FORCE BUT IT CAN STAND FOR AS FUCK
AMPMNKY,0,1,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON WITH DARK SKIN COMPLECTION
ANGERRA,1,1,"""ANGELA"" BUT IN AN ASIAN ACCENT, SOME COULD FIND IT OFFENSIVE"
ARSNL1O,0,1,"ARSENAL, WEAPON REFERENCE"
ATEFOR7,0,1,"ATE, SEXUAL REFERENCE"
BAAKOFF,0,1,COULD BE CONSIDERED HOSTILE OR AGGRESSIVE
BQMB5O,0,1,"BQMB LOOKS LIKE BOMB, WEAPON REFERENCE AND 5O IS A LAW ENFORCEMENT REFERENCE"
BUDZ74,0,1,BUD CAN BE A REFERENCE TO MARIJUANA
BUGOFFF,0,1,SIMILAR TO FUCK OFF
B257J,1,1,"BJ, SEXUAL REFERENCE"
CRDKILR,0,1,"KILLER, HOSTILE"
CUNE,0,1,"SOUNDS SIMILAR TO COON, DEROGATORY TERM"
DARLS14,0,1,"14, GANG REFERENCE"
DDSEXP1,0,1,"SEX STOOD OUT TO ME, SEXUAL REFERENCE"
DDSEXP2,0,1,"SEX STOOD OUT TO ME, SEXUAL REFERENCE"
DGHUS13,0,1,"13, GANG REFERENCE"
DICKS66,0,1,"DICK, SEXUAL REFERENCE"
D3OOOO7,0,1,LOOK ALIKE
FATNUTZ,0,1,"NUTS, SEXUAL REFERENCE"
F82TT,1,1,"TT SIMILAR TO TITTIE, SEXUAL REFERENCE (BMW ON RECORD)"
GDZILA5,1,1,"ZILLA IS A GANG (GDZILA1, GDZILA2, GDZILA3 ALL RELEASED)"
GLCK19,0,1,"GLCK IS SIMILAR TO GLOCK, WEAPON REFERENCE"
GLDHE8R,0,1,"""GLADIATOR"" BUT IT ALSO COULD BE GLAD HE ATE HER, SEXUAL REFERENCE"
GLDNUGT,1,1,NUGGET CAN BE A TERM USED TOWARD A PERSON WITH NO ARMS OR LEGS
GSWEET1,0,1,"G, GANG REFERENCE"
GTNFDED,0,1,GETTING FADED
G94O213,0,1,LOOK ALIKE
HICAIRS,1,1,"HIGH, DRUG REFERENCE"
HILLTTR,1,1,LOOKS SIMILAR TO HITLER (CUSTOMERS NAME IS HILL)
HTNKID,0,1,"LOOKS LIKE HITTIN KID, HOSTILE"
ICEKING,1,1,ICE CAN BE ANOTHER NAME FOR A DRUG SIMILAR TO METH
JIVTRKY,1,1,JIVE TURKEY CAN BE A DEROGATORY TERM
LUVNKAT,0,1,"CAT, SEXUAL REFERENCE"
MEOWLDY,1,1,"CAT LADY, SEXUAL REFERENCE"
ME688,1,1,"88, GANG REFERENCE (88 bmw ON RECORD)"
MFTIBBS,0,1,MF CAN STAND FOR MOTHER FUCKING OR MOTHER FUCKER
MILFLKN,0,1,"MILF, STANDS FOR MOTHER ID LIKE TO FUCK"
MRDABZ,0,1,DABS IS A REFERENCE TO MARIJUANA
MSIXXX,0,1,XXX CAN BE SEXUAL
MVN2HI,1,1,"HIGH, DRUG REFERENCE"
O1911TT,1,1,"TT SIMILAR TO TITTIE, SEXUAL REFERENCE (01 PORSCHE ON RECORD)"
PHOK1T,0,1,SIMILAR TO FUCK IT
PKTROKT,0,1,"POCKET ROCKET, SEXUAL REFERENCE"
POPSYP,0,1,THE P COULD STAND FOR PUSSY
PSYKEDR,0,1,"PSY STANDS OUT, CAN BE SHORT FOR PUSSY"
RAWCSL,0,1,CSL CAN STAND FOR COCK SUCKING LIPS
RBB88,0,1,"88, GANG REFERENCE"
REDSFAN,1,1,"RED, GANG REFERENCE"
REINASJ,1,1,J COULD STAND FOR JOINT
ROCMA13,0,1,"13, GANG REFERENCE"
SMDDMV,0,1,SMD STANDS FOR SUCK MY DICK
S12D14F,1,1,"14, GANG REFERENCE"
TATA929,0,1,TATA CAN BE ANOTHER WORD FOR BREASTS
TREJ,1,1,THE J COULD STAND FOR JOINT
TTSUPRA,1,1,"TT SIMILAR TO TITTIE, SEXUAL REFERENCE"
WKNBK,0,1,"WAKE AND BAKE, DRUG REFERENCE"
WTFPETS,0,1,WTF STANDS FOR WHAT THE FUCK
X9799O3,0,1,LOOK ALIKE
ZFGMAXX,0,1,ZFG CAN STAND FOR ZERO FUCKS GIVEN
1BCHBUG,1,1,BCH COULD BE SHORT FOR BITCH
1125,1,1,ALL DIGITS
1694PLA,1,1,"69, SEXUAL REFERENCE (69 CAMARO ON ANI)"
1974RAG,1,1,RAG CAN BE A DEROGATORY TERM FOR A WOMAN
32BTCHN,0,1,"""BITCHEN"""
42OZ333,0,1,"42O, DRUG REFERENCE"
5115,1,1,ALL DIGITS
5868ZO6,0,1,LOOK ALIKE
65QTPIE,1,1,"PIE, SEXUAL REFERENCE"
69GPSTR,1,1,"69, SEXUAL REFERENCE (HAS 1969 KAISER JEEPSTER)"
936O4,1,1,ALL DIGITS
CUL8DER,1,1,"YOU, HOSTILE"
TTDIDIE,0,1,"TT SIMILAR TO TITTIE, SEXUAL REFERENCE"
$DSOMCH,0,1,"LOVE D SO MUCH, THE D COULD STAND FOR DICK"
MYLITT$,0,1,LITT CAN BE ANOTHER WORD FOR DRUNK OR HIGH
SOLTREE,1,1,TREE CAN BE ANOTHER WORD FOR MARIJUNA
4RTT,0,1,"TT SIMILAR TO TITTIE, SEXUAL REFERENCE"
DPBENG5,0,1,LOOKS SIMILAR TO DEEP BANG
OGJAG,0,1,"OG, GANG REFERENCE"
PASZGAZ,0,1,"PASS GAS, SOME MAY FIND INAPPROPRIATE"
TOPLSSG,0,1,"G, GANG REFERENCE (CANT FIND CONVERTIBLE)"
1BLUETY,1,1,"BLUE, GANG REFERENCE"
45678,1,1,ALL DIGITS
9O584,1,1,ALL DIGITS
SEEUON9,0,1,"YOU, HOSTILE"
MP8JC88,0,1,"88, GANG REFERENCE"
NOMOJ4U,0,1,"NO MORE J FOR YOU, THE J COULD STAND FOR JOINT"
AAONG88,0,1,88 HITLER REFERENCE
AMI2FAT,0,1,FAT
BADB7CH,0,1,BAD BITCH
BAMA NO1,1,1,BAMA (DC Slang for bad dresser also just like dude)
BDAS3O2,0,1,BAD ASS
BFUCKIN,0,1,BE FUCKING
BLKTHRN,1,1,BLACK THORN
BLUESGO,1,1,BLUES
BLU 5OH,1,1,50 AS IN MUSTANG OR COP (Ford on ANI)
BLVD 69,0,1,69 SEXUAL (Can't see record)
BOX GRL,0,1,BOX
CRZY5OH,1,1,5O AS IN COP OR MUSTANG (Ford on ANI)
CWBYS88,0,1,88 HITLER REFERENCE
DABAZZ7,0,1,DAB ASS DA BAD ASS
DOUGHHO,0,1,HOE
ENDTHH8,1,1,END THE HATE
GOZIRAA,0,1,GODZILLA WITH A HEAVY ACCENT
GRAPPLE,1,1,FIGHT
G SRT,0,1,G AS IN GANGSTA
GVNG,1,1,GANG
G19OW6,0,1,LOOK A LIKE
HMRBR,1,1,HUMMER
HOKI3,0,1,HOKIE (HOKIE already released)
HOPHNTR,1,1,HUNTER
H4N 5O7O,1,1,HAN SOLO
ITSAGS1,0,1,IT SAGS
ITSAGS2,0,1,IT SAGS
JUCEBX1,0,1,JUICE BOX
KAT ZAG,1,1,CAT
LIL SMKE,0,1,SMOKE
LUEY 4O8,0,1,408 ARA CODE
MOTWNPG,0,1,PG PIG
MYO2HOE,0,1,HOE
NAS T,0,1,NASTY
NOIRE 14,0,1,14 GANG REFERENCE
NOSUPFU,0,1,NOS UP FOOL
OGITANA,1,1,OG  ORIGINAL GANGSTER
ONDROX4,1,1,DRUG
OX8X8XO,0,1,88 HITLER REFERENCE
PEASENT,1,1,PEASANT (PEASANT released in 2008. no complaints)
PEAZANT,1,1,PEASANT (PEASANT released in 2008. no complaints)
PGHSTL1,1,1,PIG HUSTLE
P72O71O,0,1,LOOK A LIKE
P87 G5O,0,1,LOOK A LIKE
Q5OS TT,1,1,TT AS IN BREAST (2016 Infiniti on ANI)
RAMTIME,0,1,RAM TIME
STEZMOB,0,1,MOB
STKSHTN,0,1,CAN NOT TRANSLATE
TACOX,0,1,TACO
TM ENDO,0,1,INDO MARIJUANA
TOITACO,0,1,TOY TACO
TOO SEXY,1,1,TOO SEXY
TWRKVAN,0,1,TWERK VAN
TYMES69,0,1,69 SEXUAL REFERENCE (No 60 on ANI)
TZ A 69,1,1,69 SEXUAL REFERENCE (69 On ANI)
UR UGLY,0,1,YOURE UGLY
VMC AUS,1,1,AUS COULD MEAN AUSSIE OR AUSTRALIA
VNLHAUS,1,1,HAUL AUS BACKWARDS AND FORWARDS HLN AUS
WTNY KTS,1,1,KATS
X88B88H,0,1,88 HITLER REFERENCE
YULL CAT,1,1,CAT
YUR SLOW,0,1,YOURE SLOW
ZA MICH,1,1,THE MITCH ANOTHER NAME FOR BITCH
ZED BLUE,1,1,BLUE
1BOSS G,0,1,G AS IN GANGSTER
1 DK KNT,0,1,1 DARK KNIGHT DK LOOKS LIKE PENIS
2WO4OUR,1,1,CAN NOT TRANSLATE
298OOR1,0,1,LOOK A LIKE
51 WUDIE,1,1,WOODY (Has 1950 Mercury Woody)
619 BOYZ,0,1,619 AREA GODE
888LI88,0,1,88 HITLER REFERENCE
9MM EDC,0,1,9MM GUN
MBN KING,0,1,MBN MOBBIN
OHNETUV,1,1,CAN NOT TRANSLATE
FLP#DOC,0,1,CAN NOT TRANSLATE
LVES#JB,0,1,LOVES HAND JOB
MDUB$O1,0,1,DUB
VJ$GYAN,0,1,VJ VIJAY VAGINA
CHHRY B,0,1,B AS IN BITCH OR CHERRY BOMB
KMG SOUP,1,1,SOUP
MCMF,0,1,MC MOTHER FUCKER
ZFSGVN,0,1,O FUCKS GIVEN
4 LOWCO,0,1,LOCO CRAZY
ALL BLCS,0,1,ALL BLACKS (ALLBLKS is listed unacceptable)
ANYUKOM,0,1,CAN NOT TRANSLATE
BLWN CRZ,1,1,BLOWN CRAZY SMOKING (HONDA ON ANI)
DEZ4U NI,0,1,DEEZ FOR YOU
I BLOOPY,1,1,I BE LOOPY
ILWU42O,0,1,I LOVE WHEN YOUR HIGH 420
LFKL964,1,1,LOOKS LIKE LIFE KILL
LOVECX,0,1,LOVE SEX
MARV 13,0,1,13 GANG REFERENCE
WORKN 69,0,1,69 SEXUAL REFERENCE (Can’t check ANI)
MOO BOIS,1,1,MOVE BOY
NEPENTE,1,1,DRUG
YMYFRXN,0,1,CAN NOT TRANSLATE
FWETAY,0,1,CAN NOT TRANSLATE
ALI1313,0,1,13 GANG REFRENCE
ARCEFAM,0,1,ASS FAM
AZZOUZI,0,1,AZZ ASS
BATTLAC,0,1,BATTLE
BAWSY,0,1,BALLSY
BBEFEME,0,1,BEFEME
BLIZZ69,0,1,69 SEXUAL
BLU LYT,1,1,BLUE LIGHT
C DRO GO,0,1,DRO  MARIJUANA
CHIC AF,0,1,CHIC AS FUCK
CLOM650,0,1,650 AREA CODE
COCETTE,0,1,COCOTTE A FASHIONABLE PROSITITUTE
CONDY 13,0,1,13 GANG REFERENCE
CRM PIE,0,1,CREAM PIE
DG2THDK,0,1,CAN NOT TRANSLATE
DOPE FJ,0,1,DOPE
DUBS BMW,0,1,DUBS
EFFITUP,0,1,FUCK IT UP
FCDM,0,1,FUCK THEM
F LIPR,0,1,FLIPPER
FYPAYME,0,1,FUCK YOU PAY ME
GAS PASS,1,1,GAS PASS PASS GAS
GLF KOOK,0,1,GOLF COOK CRAZY
GLK MYWY,0,1,GLOCK MY WAY
GOONDDY,0,1,GOON DADDY
HBLHSTL,0,1,HUSTLE
HERP,0,1,LOOKS LIKE HERPES
HOG4CAP,0,1,HOG
IRN POSN,0,1,IRON POISION
I8ABXTR,0,1,I ATE A BOXTER
JLRGE 1 1,1,1,J LARGE
KDB13,0,1,13 GANG REFERENCE
KL FAN,0,1,KILL
KLR WHLE,0,1,KILLER WHALE
KNL DRGR,0,1,
KO3A13V,1,1,13 GANG REFRENCE
K2F1,0,1,OK TO F ONE
LDY FUNK,0,1,LADY FUNK
LYSP,0,1,LYSP
MADCHEN,0,1,LITTLE GIRL.. BUT ITS GOING ON A MANS CAR
MINE 18,0,1,18 HITLER REFERENCE
MIONE13,0,1,13 GANG REFRENCE
MOOL213,0,1,213 AREA CODE
MTL JKT1,0,1,METAL JACKET
NOFX 4U,0,1,NO FUCKS FOR YOU
OHWTFOH,0,1,OH WHAT THE FUCK OH
OIL VIBE,0,1,OIL VIBE  COULD BE A SEXUAL REFERENCE
O311CA2,0,1,NOT SURE IF THIS IS A LOOK A LIKE
POLIS 13,0,1,13 GANG REFERENCE ALSO LOOKS LIKE POLICE
QWK BUZZ,0,1,QUICK BUZZ
RCHIGGA,0,1,LOOKS LIKE RICH NIGGA
RID R DI,0,1,RIDE OR DIE
SS TACO,0,1,TACO
S24842B,0,1,B COULD BE A A SUBSTITUTION LOOKS LIKE A LOOK A LIKE
ULLOA18,0,1,18 HITLER REFERENCE
VAGAA,0,1,VAGINA
1AMOCAT,0,1,AMMO
1BD BITC,0,1,1 BAD BITCH
1DK KNHT,1,1,1 DARK KNIGHT DK LOOKS LIKE PENIS
1KLZR,0,1,1 KILLS
14MX5GT,1,1,14 GANG REFERENCE
16 RED,0,1,RED
2DK KNTE,0,1,DARK KNIGHT LOOKS LIKE DICK
55X16S,0,1,LOOK A LIKE
6ET8ENT,0,1,GET BENT
FJ#88,0,1,88 HITLER REFERENCE
VRW$RDN,0,1,VRW LOVES RIDIN
8K$S8,0,1,88 HITLER REFERENCE
B&X986,0,1,BOX
BUM PSSS,0,1,BUM PISS
DIESTI,0,1,DIE STI
BILL CLB,0,1,BILLY CLUB
CADI KAT,1,1,CAT
CUBBLUE,1,1,BLUE
FC9O7,0,1,FUCK 907
FTW CUBS,0,1,FUCK THE WORLD CUBS
HETZER5,0,1,HETZERS IS A TANK GERMAN ARMY TANK
KO 42O,0,1,420 MARIJUANA
SEDAMMM,0,1,DAMN
SNO WIT,1,1,SNOW WHITE
TNACS B,0,1,B AS IN BITCH
1RUINDZ,0,1,RUIN DEEZ AS IN DEEZ NUTS
GUNS 4 ME,0,1,GUNS FOR ME
ZS FOOL,0,1,FOOL
ZBLUE1,1,1,BLUE
AFNG1O8,0,1,A FUCKING
AH SHIET,0,1,AH SHIT
A1O7911,0,1,LOOK A LIKE
BAMA N1,1,1,"BAMA CAN BE A DEROGATORY TERM (DC Slang for sloppy dresser, also used like ""dude."""
BANG8,1,1,BANG IT
BFUNKIN,0,1,FUNKIN BEEF READY TO FIGHT
CHASE 18,1,1,18 HITLER REFERENCE
CHICOL1,1,1,CHICO L OR CHICOLI WITH SUBSTITUTION (No CHICOLI plate released)
CIGAR8,0,1,LOOKS LIKE CIGARRETTE
CL4NA13,1,1,13 GANG REFERENCE
CMYFRAM,0,1,C MY F RAM FUCKING RAM
DB MOB,1,1,MOB
DIEGO4U,0,1,DIEGO
DOPE IS,0,1,DOPE
EM3 NUKE,0,1,NUKE
FAT 2ACK,1,1,FAT
GALLO13,0,1,13 GANG REFEENCE4
GOAT 666,1,1,666 DEVIL
GOVBLOS,0,1,BLOWS (Customer's name Johnson)
HAWLZAZ,0,1,HAULS ASS
HELLAON,0,1,HELLA
HEMP 16,0,1,HEMP (HEMP unacceptable)
HSM4RED,1,1,RED
HTVPRCK,0,1,PRICK
HYE LIMO,1,1,HYE (HI LIMO released)
IH8MYEX,0,1,HATE
ITSXLIT,0,1,LIT AS HIGH DRUNK
IVIMMII,1,1,2004 in roman numerals
KILLED,0,1,KILLED
LOLLY14,0,1,14GANG REFERENCE
LOYAL 88,0,1,88 HITLER REFRENCE
L R DUB,0,1,DUB
LUCID 14,0,1,14 GANG REFERENCE
MICH OSO,1,1,MICH ANOTHER WORD FOR BITCH
MKY NUKE,0,1,NUKE NUCLEAR
MRS HOG,0,1,"MRS HOG (MR HOG released, no MC on ANI)"
MVINSX,0,1,MOVING SEX
NAOHVAJ,0,1,VAJ VAGINA
NN6AA3,0,1,LOOK A LIKE
NO BISH,0,1,NO BITCH
NO 666,1,1,NO DEVIL
PAXUCO,0,1,JUVENILE GANG MEMBER
SCXY,1,1,SEXY
SICKUNT,0,1,SICK UNIT
SMKN 88,0,1,88 HITLER REFERENCE (Can't see record)
SURF HOG,1,1,HOG
TACOSKY,0,1,TACO
TEAM PNX,0,1,PINKS
TRILL2G,0,1,G AS IN GANGSTER
TTACOII,0,1,TACO
TYM2ROL,1,1,TIME TO ROLL
TYN INCH,0,1,10 INCH
UN CREMA,0,1,CREAM
VEGA B,0,1,B AS IN BITCH
VMINSX,0,1,CAN NOT TRANSLATE
WODE8HU,0,1,CAN NOT TRANSLATE
WQYN209,0,1,209 AREA CODE
X PROST,0,1,SILLY
YTDEVIL,0,1,WHITE DEVIL
1DK KNTE,0,1,1 DARK KNIGHT
ITSATRP,1,1,IT’S A TRIP
14 SNKE,1,1,14 GANG REFERENCE (Ford 2Dr on record)
14 5 O8,0,1,14 GANG REFERENCE
1956 2IO,0,1,LOOK A LIKE
1971 PIG,0,1,PIG
2LCHONA,1,1,BIG BOOBS
29 DONKY,0,1,DONKY ASS
4NTHANG,1,1,FOREIGN THANG
4SRH88,0,1,88 HITLER REFERENCE
6944OZ1,0,1,LOOK A LIKE
7O7 F8O,0,1,707 AREA CODE
7 19 13..,0,1,13 GANG REFERENCE
88DEF13,0,1,13 GANG REFERENCE
88VIP 88,0,1,88 HITLER REFERENCE
4FR15CO,0,1,415 FRISCO
$CC510,1,1,510 AREA CODE (several BMWs on record)
CNCRS&X,0,1,CANCER SUCKS
BLO DLIN,0,1,BLOW
RTNFIR,0,1,CAN NOT TRANSLATE
DMMTJIM,0,1,DAMN IT JIM
FISHVAR,1,1,FISH (Is a town in Iran)
FLARE 14,0,1,14 GANG REFERENCE
GR8MEAL,1,1,EAT
HNDL U2,0,1,HANDLE YOU TOO
MI NUTZ,0,1,MY NUTS
O2BEYNG,1,1,"O2 BANG (O, to be young)"
POWDERR,0,1,POWDER COCAINE
8LDYSCM,0,1,LADY SCAM
OGHARLY,0,1,OG ORIGINAL GANGSTER
PINK LA,0,1,PINK
AK GIRL,0,1,AK GUN
H8RD BN,0,1,HATE
TZ 415,0,1,415 IS SAN FRANCISCO AREA CODE
ACEBULT,1,1,ACE BULLET?
AMBUSHD,1,1,ambush=attacking unexpectedly from a concealed position.
ASHLEE 8,1,1,ashlee ate
BADAZ 4R,0,1,bad ass
BEESHIE,0,1,BEESHIE=SLANG FOR VAGINA (URBAN DICTIONARY) 31 TOTAL VOTES
BIG BEEF,0,1,"BEEF CAN BE SLANG FOR PENIS, A FART OR AN ARGUMENT WITH SOMEONE…"
BISH BUS,0,1,BITCH BUS.. CUSTOMER LAST NAME IS BISHOP
BLOWNUP,0,1,"BLOWN=SEXUAL, BLOWN UP=BOMB"
BLUZ45O,1,1,"PULLED FOR BLUE=GANG COLOR, NOT CUSTOMER INITIALS"
BLWNAPX,1,1,blown can be sexual
BOMBBAT,0,1,BOMB
BOOM 88,0,1,BOOM (EXPLOSION) 88=HATE SYMBOL
BRNSUGY,1,1,BROWN SUGAR=HEROIN
BRSRK96,0,1,BERSERK=violently or destructively frenzied; wild; crazed; deranged:
BS ARTST,0,1,BULLSHIT ARTIST
BUDDY14,0,1,"14=HATE SYMBOL, NO 2014 CAR ON ANI"
BUNNMOB,0,1,MOB
B 7 KY,1,1,NAME IS KIKY… KY COULD HAVE A SEXUAL CONNOTATION
CAKEWRX,0,1,CAKE=ASS
CANICON,1,1,EL CANICON WAS A MEXICAN DRUG CARTEL LEADER… OK? GOOGLE SAYS IT MEANS 'BIG MARBLE' JUST PULLED FOR THE DRUG REFERENCE
CAR AF,0,1,CAR AS FUCK
CD1DOMA,0,1,CODE 1 DOMA… DU MA=DAMN IT OR MOTHERFUCKER IN VIETNAMESE (ALSO DEFENSE OF MARRIAGE ACT DENYING LBGT THE RIGHT TO MARRY)
CHICA69,0,1,"69=sexual, no 69 vehicle on ani"
COOTER3,0,1,COOTER=VAGINA
CRASHO1,1,1,CRASH
CRTLMSL,0,1,cartel muscle
DAM O7O9,0,1,"damn, customer is Larry Martinez"
DARK 7O7,0,1,"707  VACAVILLE, VALLEJO AREA CODE"
DMN RSSN,0,1,damn russian
EMICU88,0,1,"88=HATE SYMBOL, NO 88 CAR ON ANI"
FKLABAC,0,1,FUCK. A GOOGLE SEARCH OF THEIR MEANING BRINGS UP ONLY 'FRANKLIN ACADEMY'
FLTBUNZ,1,1,FLAT ASS
FOOOOF,0,1,foof=vagina
F18HRNT,1,1,"it's a combat jet, pulled for 18=hate symbol"
GD2BEHI,0,1,"GOOD TO BE HIGH, DRUG CONNOTATION, she has a 2016 jeep"
GLUTES,1,1,glutes=ASS
HH SOAP,1,1,HH=HATE SYMBOL
HKS 88K,0,1,"88=HATE SYMBOL, NO 88 CAR ON ANI"
HUNTCRZ,1,1,"hunt crazy, BECAUSE OF CRAZY"
H2O MNKE,0,1,MONKEY IS SLANG FOR PUSSY OR ASS
H982 FKD,0,1,"first, looks like 'fucked'. Second, is a take on the controversial plate aired on Top Gear (H982 FKL) that was thought to be making fun of the Faukland War of 1982. H982 FKL is marked unacceptable"
IEATSRT,0,1,eat
IOMTA3,0,1,EAT MOI
ITCH2U,0,1,ITCH TO 'YOU'
JAFT CEO,0,1,JAFT=JUST ANOTHER FUCKING TEAM (URBAN DICTIONARY ONLY)
JBS916R,0,1,"916 SACRAMENTO AREA CODE, JB IS CUSTOMER INITIALS"
JEDI AF,0,1,JEDI AS FUCK
JG4O8SS,0,1,408 SAN JOSE AREA CODE
JPROOTS,0,1,JAP?
KIKISJ4,0,1,kiki=vagina in Tagalog
KITTY 4,0,1,KITTY=PUSSY
KLRBOSS,0,1,KILLER
K9HHNTR,0,1,dog hunter? Also HH=heil Hitler
K9MALIS,0,1,"malice=desire to inflict injury, harm, or suffering on another. There is a dog breed called Malinois"
L CHEFE,1,1,"HEFE=BOSS, GANG CHIEF"
LOCA 79,0,1,crazy
LOCONTZ,0,1,LOCO NUTS… CRAZY
L8R 5 O,0,1,LATER 5-OH (POLICE)
MAHI NGA,0,1,NGA=N WORD
MTOWN OG,0,1,OG=ORIGINAL GANGSTER
MUNKATZ,1,1,CAT=PUSSY
MURDAWG,0,1,"NAME IS JEFF MURRAY, COULD READ AS MURR-DOG OR MURDA"
MVLRV69,0,1,"69 CAN HAVE SEXUAL CONNOTATIONS, NO 69 CAR ON ANI"
MYGMC13,0,1,"ani shows an 02 GMC, 13=GANG NUMBER"
MYPEACH,0,1,PEACH=SLANG FOR VAGINA
MYTOTON,0,1,TOTON=NIPPLE IN FRENCH OR BOOB
NODRUMF,1,1,"looks like MF but is really ""no Drumpf"" (a rumor about Trump's real last name)"
N2OEATR,0,1,EAT
OBNUG,0,1,"NUG=WEED, BUT THIS ACRONYM FOR THE BRONCOS DOES COME UP WITH A GOOGLE SEARCH"
OGBOMBA,0,1,OG=ORIGINAL GANGSTER + BOMB
OHJAY93,0,1,"NO 1993 FORD ON ANI, 1993 BRONCO IS WHAT OJ SIMPSON WAS DRIVING AWAY IN… OKAY?"
OLD YELA,1,1,"YELLOW CAN REFER TO SOMEONE'S RACE OR COLOR, THERE ARE SOME SIMILAR PLATES OUT THERE THOUGH"
OREO TT,0,1,"TT=PENIS IN TAGALOG, NO AUDI HAS DODGE"
OVRKYL,0,1,KILL
O7   ICBM,0,1,ICBM=INTERCONTINENTAL BALLISTIC MISSILE. NO 2007 ON ANI BUT HAS A 1962 LOTUS
PC88,0,1,88=HATE SYMBOL
PINKBOT,0,1,PINK=VAGINA
POGIBLZ,1,1,"pogi=handsome in Tagalog, looks like 'pogi balls' though…"
QUICKEY,0,1,quickie has sexual connotations
RAY GUN,0,1,gun
ROKWOOD,0,1,WOOD=AN ERECTION
RVBRLEC,0,1,SELL OUR BEAVER BACKWARDS…
SAVGCAT,1,1,"CAT=PUSSY, NO CAT CAR ON ANI"
SHVED,0,1,"SHAVED, COULD BE SEXUAL"
SNISTRO,1,1,"sinister=threatening or portending evil, harm, or trouble"
STPDKZU,0,1,STUPID KAZOO IS A SONG BY THE CUSTOMER… GOOGLE SHOWS A VIDEO ON YOUTUBE BUT NO LYRICSS AVAILABLE. PULLED FOR 'STUPID'
SYF,0,1,OR SHUT YOUR FACE
TATA19,0,1,tatas are breasts
TAXI 4ZZ,0,1,4ZZ=ASS?
TCOTRCK,0,1,TACO=VAGINA
THUGSUV,0,1,THUG
TORTAFJ,0,1,TORTA=SALVADORIAN SLANG FOR VAGINA
TOWELIE,0,1,"A CHARACTER ON SOUTHPARK TV SHOW, A TOWEL WHO GETS HIGH"
TRIGRR,0,1,"TRIGGER, GUN"
WL BEATU,0,1,will beat you
WOKE AF,0,1,WOKE AS FUCK
YLWBLZE,0,1,"BLAZE=DRUG CONNOTATION, NO BLAZER ON ANI"
Y U HATE,0,1,HATE
1MEENBE,0,1,ONE MEAN BITCH
1POSBRZ,0,1,POS=PIECE OF SHIT
2NANGLR,0,1,"TUNA=SLANG FOR VAGINA, CUSTOMER IS IN LOMA LINDA"
43UMP14,0,1,14=HATE SYMBOL
46LV51O,0,1,510 BAY AREA CODE
515O XXX,0,1,XXX=PORN
69 ALF,0,1,NO 69 ON ANI
7SIKHSO,0,1,760=AREA CODE
8A 4D GT,0,1,ATE
8A 4RD GT,0,1,ATE
88XFCTR,0,1,88=HATE SYMBOL
LILSAZ,0,1,lil's ass
JO9#M16,0,1,M16=GUN
KUSH#AG,0,1,KUSH=MARIJUANA
I$ PUJA,0,1,PUTA=WHORE
$N O GZ,1,1,HARD ON (HEART)
WE$RTTS,0,1,WE LOVE OUR TITTIES
FATY PIE,0,1,"FATTY, PIE=PUSSY"
RBL AXE,0,1,AXE?
YO4DOME,1,1,DOME=BLOW JOB (YOSEMITE PLATE)
GON KAT,1,1,CUSTOMER IS WILLIAM
MRDER 1,0,1,MURDER
BLUEFUN,1,1,BLUE=GANG COLOR
CADI4TT,0,1,TT=PENIS IN TAGALOG
CHP79O2,0,1,law enforcement
DM GINA,0,1,DAMN GINA
GREENAF,0,1,AS FUCK
G TACOS,0,1,"G=GANGSTER, TACO=PUSSY"
OMGWTF8,0,1,WTF
REDPERL,1,1,RED=GANG COLOR
WANGINC,0,1,"WANG=PENIS, IS ALSO CUSTOMER LAST NAME"
ACCTJ 14,0,1,14 = GANG NUMBER
BN ONTOP,1,1,"COULD HAVE SEXUAL CONNOTATION (CONVERSION, NO COMPLAINTS)"
DEBS 5O,1,1,PULLED FOR 5O (Can't see record)
FAT ROC,1,1,"COULD BE DRUG REFERENCE (CONVERSION, NO COMPLAINTS)"
GOTBURL,1,1,"BURL = WOOD (GOTWOOD released, no complaints)"
HAZE BBY,0,1,PULLED FOR HAZE
LUKAS 13,0,1,13 = GANG NUMBER
LUZ4413,1,1,13 = GANG NUMBER
MARDI G,1,1,"STAND ALONE G (Plate already released, Denying would require recall)"
NUTTI 1,1,1,"COULD HAVE SEXUAL CONNOTATION (CONVERSION, NO COMPLAINTS)"
PNKDG,1,1,"PULLED FOR PNK = PINK? (Conversion, no complaints)"
PS OFF3,0,1,PISS OFF
QBOX3O,0,1,PULLED FOR BOX
